cup,tabella,codice_intervento,descrizione,programma,importo_mln,documento,pagina
J84H14001330001,A/B,P173,Nuovo terminale Milano smistamento (interventi RFI) Milano smistamento: attrezzaggio tecnologico nuovo terminale e opere di allaccio alla rete ferrovi,"Porti e interporti, ultimo miglio",21.1,agg2025,56
J84H16000030001,A/B,I071,Adeguamento del tracciato e velocizzazione dell'asse ferroviario Bologna-Lecce Upgrading infrastrutturale e tecnologico Bologna-Lecce - fasi Potenziam,Direttrici di interesse nazionale,350.65,cdp2022,62
J84H17000480001,A/B,P133,Velocizzazione linea Milano-Genova Velocizzazione Milano-Genova 1^ fase - potenziamento tecnologico e 2^ fase - rettifiche di tracciato e piccole vari,Direttrici di interesse nazionale,244.41,agg2025,63
J84H17000930009,A/B,I178A,Raddoppio Codogno-Cremona-Mantova 1^ fase Raddoppio Piadena-Mantova e soppressione PL critici intera linea,Valorizzazione reti regionali,965.17,agg2025,51
J84H17000930009,A/B,I178B,Raddoppio Codogno-Cremona-Mantova 2^ fase Raddoppio Codogno-Cava Tigozzi e Cremona-Piadena PROG PROG,Valorizzazione reti regionali,1310.92,agg2025,74
J84H17001230001,A/B,P261,"Potenziamento linea Bologna-Prato Linea Bologna-Prato-Firenze: adeguamento prestazionale (sagoma, modulo) e potenziamento tecnologico",Direttrici di interesse nazionale,565.34,agg2025,64
J84J18000000001,A/B,P087,Ammodernamento e potenziamento rete ferroviaria Regione Abruzzo,Valorizzazione reti regionali,51.0,cdp2022,49
J84J18000000001,A/B,P087A,Ammodernamento e potenziamento rete ferroviaria Regione Abruzzo - Bretella Sulmona Bretella Sulmona,Direttrici di interesse nazionale,12.71,agg2025,63
J87B14000230001,C,,Liberazione Immobili - DOIT AN - 2014,,0.17,agg2024,113
J87B14000240005,C,,Sviluppo infrastrutturale e upgrading,,1.5,agg2025,139
J87B14000250005,C,,Liberazione Immobili - DOIT FI - 2014,,2.98,agg2024,113
J87B14000390001,C,,Sicurezza ed Obblighi di Legge,,-0.0,agg2025,137
J87B14000400001,C,,"Tecnologie per la sicurezza, la circolazione e l'efficientamento",,3.85,agg2025,143
J87B14000410001,C,,"Tecnologie per la sicurezza, la circolazione e l'efficientamento",,6.57,agg2025,143
J87B14000420001,C,,"Tecnologie per la sicurezza, la circolazione e l'efficientamento",,4.79,agg2025,143
J87B14000430001,C,,"Tecnologie per la sicurezza, la circolazione e l'efficientamento",,11.65,agg2025,143
J87B14000440001,C,,Binari senza tempo - DTP AN,,0.8,cdp2017,180
J87B14000450001,A/B,P214,Valorizzazione turistica delle ferrovie minori,Valorizzazione turistica ferrovie minori,468.65,agg2025,46
J87B14000480001,C,,Sicurezza ed Obblighi di Legge,,0.5,agg2025,137
J87B15000140001,C,,Miglioramento infrastrutturale M.E.BA - 2015,,-0.01,agg2021,127
J87B15000390001,C,,"Tecnologie per la sicurezza, la circolazione e l'efficientamento",,6.35,agg2025,143
J87B16000240001,C,,Sicurezza ed Obblighi di Legge,,27.0,agg2025,137
J87B16000250001,C,,Sicurezza ed Obblighi di Legge,,17.13,agg2025,137
J87B16000260001,C,,Sicurezza ed Obblighi di Legge,,27.57,agg2025,137
J87B16000270001,C,,"Tecnologie per la sicurezza, la circolazione e l'efficientamento",,1.6,agg2025,143
J87B16000280001,C,,"Tecnologie per la sicurezza, la circolazione e l'efficientamento",,25.22,agg2025,143
J87B16000290001,C,,"Tecnologie per la sicurezza, la circolazione e l'efficientamento",,8.0,agg2025,143
J87B16000410001,C,,Sviluppo infrastrutturale e upgrading,,2.64,agg2025,139
J87B16000420001,C,,Liberazione Immobili - DOIT AN - 2016,,0.25,agg2024,113
J87B16000430001,C,,Liberazione immobili - DOIT BO - 2016,,0.9,agg2024,113
J87B16000440001,C,,Liberazione Immobili - DOIT FI - 2016,,10.47,agg2024,113
J87B16000510001,C,,Sicurezza ed Obblighi di Legge,,11.4,agg2025,137
J87B16000630001,C,,"Tecnologie per la sicurezza, la circolazione e l'efficientamento",,4.0,agg2025,143
J87B17000250001,C,,"Tecnologie per la sicurezza, la circolazione e l'efficientamento",,2.94,agg2025,143
J87B17000260001,C,,"Tecnologie per la sicurezza, la circolazione e l'efficientamento",,3.75,agg2025,143
J87B17000270001,C,,"Tecnologie per la sicurezza, la circolazione e l'efficientamento",,8.26,agg2025,143
J87B17000280001,C,,"Tecnologie per la sicurezza, la circolazione e l'efficientamento",,7.52,agg2025,143
J87B17000300001,C,,Sicurezza ed Obblighi di Legge,,26.3,agg2025,137
J87B17000310001,C,,Sicurezza ed Obblighi di Legge,,24.0,agg2025,137
J87B17000320001,C,,Sicurezza ed Obblighi di Legge,,28.53,agg2025,137
J87B17000330001,C,,Sicurezza ed Obblighi di Legge,,25.0,agg2025,137
J87B17000610004,C,,Manutenzione Straordinaria cicli fino al 2011,,1.67,agg2025,134
J87D17000010001,C,,Sviluppo infrastrutturale e upgrading,,5.5,agg2025,139
J87D17000020001,C,,Sicurezza ed Obblighi di Legge,,1.3,agg2025,137
J87D18000000001,C,,Sicurezza ed Obblighi di Legge,,13.0,agg2025,137
J87D18000020001,C,,Sicurezza ed Obblighi di Legge,,51.9,agg2025,137
J87D18000030001,C,,Sicurezza ed Obblighi di Legge,,65.65,agg2025,137
J87D23000020001,C,,Miglioramenti infrastrutturali,,2.91,agg2024,113
J87E13000540001,C,,OBBLIGHI DI LEGGE - aree Portonaccio - 2013,,0.32,agg2021,127
J87E13000610001,C,,Sicurezza ed Obblighi di Legge,,0.19,agg2025,137
J87F19000070001,C,,Liberazione Immobili - DOIT FI - 2019,,4.47,agg2024,113
J87F19000190001,C,,Sicurezza ed Obblighi di Legge,,0.35,agg2025,137
J87F19000270001,C,,Sviluppo infrastrutturale e upgrading,,6.0,agg2025,139
J87F19000280001,C,,Sviluppo infrastrutturale e upgrading,,0.4,agg2025,139
J87F20000040001,C,,Sicurezza ed Obblighi di Legge,,55.0,agg2025,137
J87F20000050001,C,,Sicurezza ed Obblighi di Legge,,33.5,agg2025,137
J87F20000070001,C,,Sicurezza ed Obblighi di Legge,,70.0,agg2025,137
J87F20000100001,C,,Sviluppo infrastrutturale e upgrading,,8.1,agg2025,139
J87F20000190001,C,,"Tecnologie per la sicurezza, la circolazione e l'efficientamento",,0.3,agg2025,143
J87F20000200001,C,,"Tecnologie per la sicurezza, la circolazione e l'efficientamento",,4.9,agg2025,143
J87F20000220001,C,,Sicurezza ed Obblighi di Legge,,4.32,agg2025,137
J87G20000090001,C,,Sicurezza ed Obblighi di Legge,,28.03,agg2025,137
J87G20000100001,C,,Sicurezza ed Obblighi di Legge,,28.41,agg2025,137
J87G20000120001,C,,Sicurezza ed Obblighi di Legge,,90.8,agg2025,137
J87H21001160001,C,,"Tecnologie per la sicurezza, la circolazione e l'efficientamento",,11.06,agg2025,143
J87H21008090001,C,,Sviluppo infrastrutturale e upgrading,,36.3,agg2025,139
J87I05000070001,C,,Interventi upgrading rete merci - Genova,,0.02,cdp2017,180
J87I08000000001,C,,Manut.Straord.Opere Dif.Infr. AV/AC Roma,,0.1,cdp2017,178
J87I08000010001,C,,Miglior. infrastr. su linee AV/AC Roma,,1.93,cdp2017,178
J87I12000000001,C,,Manutenzione Straordinaria cicli fino al 2011,,-0.01,agg2025,134
J87I12000050001,C,,Manut.Straord.Opere Dif.Infr.M.E.FI - 2012,,0.18,agg2021,127
J87I12000060001,C,,Manutenzione Straordinaria cicli fino al 2011,,0.0,agg2025,134
J87I12000070001,C,,Manutenzione Straordinaria cicli fino al 2011,,-0.0,agg2025,134
J87I12000080001,C,,Manutenzione Straordinaria cicli fino al 2011,,-0.0,agg2025,134
J87I12000090001,C,,Manutenzione Straordinaria cicli fino al 2011,,0.0,agg2025,134
J87I12000100001,C,,Manut.Straord.Opere Dif.Infr.BA - 2012,,-0.36,agg2021,127
J87I12000110001,C,,Manutenzione Straordinaria cicli fino al 2011,,-0.0,agg2025,134
J87I12000120001,C,,Manutenzione Straordinaria cicli fino al 2011,,0.0,agg2025,134
J87I12000130001,C,,Manutenzione Straordinaria cicli fino al 2011,,0.0,agg2025,134
J87I12000140001,C,,Manutenzione Straordinaria cicli fino al 2011,,-0.0,agg2025,134
J87I12000150001,C,,Manutenzione Straordinaria cicli fino al 2011,,0.0,agg2025,134
J87I12000160001,C,,Manutenzione Straordinaria cicli fino al 2011,,-0.0,agg2025,134
J87I12000230001,C,,Obblighi di Legge - Stazioni,,0.79,cdp2017,178
J87I13000000001,C,,Manutenzione Straordinaria cicli fino al 2011,,-0.0,agg2025,134
J87I13000010001,C,,Manutenzione Straordinaria cicli fino al 2011,,-0.0,agg2025,134
J87I13000120001,C,,Manutenzione Straordinaria cicli fino al 2011,,-0.0,agg2025,134
J87I17000060001,C,,Smaltimento materiali inquinanti (DOIT Bologna) - Annualità fino al 2017,,9.6,agg2024,113
J87I18000030001,C,,"Tecnologie per la sicurezza, la circolazione e l'efficientamento",,7.0,agg2025,143
J87I18000040001,C,,"Tecnologie per la sicurezza, la circolazione e l'efficientamento",,24.83,agg2025,143
J87I18000050001,C,,"Tecnologie per la sicurezza, la circolazione e l'efficientamento",,11.5,agg2025,143
J87J18000250001,C,,Upgrading linea Milano - Bologna - DOIT Bologna,,7.7,cdp2022,138
J87J18000340001,C,,Sicurezza ed Obblighi di Legge,,1.2,agg2025,137
J87J18000350001,C,,Smaltimento materiali inquinanti (DOIT Bologna) - 2018,,3.0,agg2024,113
J87J18000360001,C,,Sicurezza ed Obblighi di Legge,,3.8,agg2025,137
J87J18000680001,C,,Sicurezza ed Obblighi di Legge,,12.62,agg2025,137
J87J18000690001,A/B,P087,Ammodernamento e potenziamento rete ferroviaria Regione Abruzzo,Valorizzazione reti regionali,51.0,cdp2022,49
J87J19000020001,C,,"Tecnologie per la sicurezza, la circolazione e l'efficientamento",,5.1,agg2025,143
J87J19000050001,C,,Sicurezza ed Obblighi di Legge,,31.6,agg2025,137
J87J19000070001,C,,Sicurezza ed Obblighi di Legge,,34.5,agg2025,137
J87J19000080001,C,,Sicurezza ed Obblighi di Legge,,59.1,agg2025,137
J88C14000290001,C,,Manutenzione Straordinaria cicli fino al 2011,,0.3,agg2025,134
J89B08000110001,C,,Studi e sperimentazione Dimensionamento Nodi,,0.29,agg2021,128
J89B12000120001,C,,Spostamento Posti Centrali e adeguam IaP,,4.6,cdp2022,138
J91C04000000008,A/B,A5000_1,Nodo AV di Firenze Nodo AV di Firenze,Città metropolitane,2735.02,agg2025,55
J91H00000280008,C,,Potenziamento Asse Livorno-Pisa,,0.13,cdp2017,180
J91H00000290001,C,,Ricerca MORANE,,0.01,agg2023,38
J91H00000300001,C,,Impianti industriali e terminali viaggiatori e merci,,-0.0,agg2025,140
J91H01000350001,C,,Interventi al Nodo di Firenze connessi con AV/AC,,0.35,agg2021,128
J91H02000060001,C,,Impianti industriali e terminali viaggiatori e merci,,-0.18,agg2025,140
J91H03000180008,C,,Sistemazione a P.R.G. Firenze SMN,,0.14,cdp2017,180
J91H03000190001,A/B,1346,Potenziamento linea Pistoia-Lucca Raddoppio Pistoia-Montecatini Upgrading Montecatini-Pescia Raddoppio Pescia-Lucca PROG ITER,Valorizzazione reti regionali,752.1,agg2025,65
J91H89000000001,C,,Sviluppo infrastrutturale e upgrading,,-0.0,agg2025,139
J91H92000000011,A/B,0308,Velocizzazione Battipaglia-Potenza,Direttrici di interesse nazionale,0.0,agg2021,54
J91H92000010001,C,,Potenziamento infrastrutturale Firenze-Empoli,,0.72,cdp2017,180
J91H92000020008,C,,"Tecnologie per la sicurezza, la circolazione e l'efficientamento",,-0.0,agg2025,143
J91H92000030001,C,,Sviluppo infrastrutturale e upgrading,,0.0,agg2025,139
J91H92000040011,C,,Miglioramento infrastrutturale - DTP Milano,,1.04,cdp2017,178
J91H92000040021,C,,Miglioramento infrastrutturale - DOIT Napoli - ante 2011,,-0.06,cdp2022,138
J91H92000040031,C,,Miglioramenti infrastrutturali - Potenziamento - Napoli,,0.22,cdp2017,178
J91H92000040041,C,,Miglioramenti infrastrutturali Roma-Napoli via Cassino,,0.58,cdp2017,178
J91H92000040071,C,,Manutenzione Straordinaria cicli fino al 2011,,-0.01,agg2025,134
J91H92000040081,C,,"Migl. Infrastr. Settore ""Tecnologie"" - ante 2011",,0.33,agg2021,127
J91H92000040101,C,,Miglioramento infrastrutturale - DTP Ancona,,1.92,cdp2017,178
J91H92000040111,A/B,1417,Potenziamento linee Castelli Romani Potenziamento stazione di Marino e Frascati; potenziamento infrastrutturale e tecnologico della linea Ciampino-Fra,Città metropolitane,30.6,agg2025,55
J91H92000040151,C,,Miglioramento infrastrutturale - DTP Torino,,0.19,cdp2017,178
J91H92000040161,C,,Miglioramenti infrastrutturali POT.PA,,0.12,cdp2017,178
J91H92000040171,C,,Miglioramenti infrastrutturali - Potenziamento - Reggio Calabria,,0.47,cdp2017,178
J91H92000040181,C,,Manutenzione Straordinaria cicli fino al 2011,,-0.0,agg2025,134
J91H92000040201,C,,Manutenzione Straordinaria cicli fino al 2011,,-0.0,agg2025,134
J91H92000040221,C,,Miglioramenti Infrastrutturali POT.BO,,3.01,cdp2017,179
J91H92000040231,C,,Miglioramento infrastrutturale Sibari - Cosenza,,-0.13,cdp2022,138
J91H92000040281,C,,Manutenzione Straordinaria cicli fino al 2011,,0.0,agg2025,134
J91H92000040331,C,,Miglioramenti Infrastrutturali CA,,0.29,cdp2017,179
J91H92000040341,C,,Miglioramento infrastrutturale - DTP Palermo,,79.93,cdp2017,179
J91H92000040351,C,,Miglioramenti Infrastrutturali - Verona,,0.4,cdp2017,179
J91H92000040361,C,,Miglioramenti infrastrutturali - Potenziamento - Roma,,-0.1,agg2021,127
J91H92000040371,C,,Miglioramenti infrastrutturali - Potenziamento - Verona,,0.05,cdp2017,179
J91H97000000001,C,,Ricerca ERTMS,,0.65,cdp2017,179
J91H98000000008,C,,BAB Roma-Napoli via Formia,,51.76,cdp2022,138
J91J04000010001,C,,Sviluppo infrastrutturale e upgrading,,-0.0,agg2025,139
J94C19000270009,A/B,I138A,"Potenziamento collegamenti ferroviari con aeroporto di Fiumicino - opere prioritarie Ampliamento impianto Fiumicino Aeroporto, potenziamento PROG PROG","Aeroporti, accessibilità su ferro",1226.5,agg2025,76
J94E21000070009,A/B,P238,Battipaglia - Potenza - Metaponto - Taranto Battipaglia - Potenza - Metaponto - Taranto 1^ fase Battipaglia - Potenza - Metaponto - Taranto 2^ fase,Direttrici di interesse nazionale,1835.0,agg2021,54
J94E21000070009,A/B,P238A,Battipaglia - Potenza - Metaponto - Taranto 1^ fase Velocizzazione Grassano-Metaponto,Direttrici di interesse nazionale,416.35,agg2025,63
J94E21000070009,A/B,P238B,Battipaglia - Potenza - Metaponto - Taranto completamento Velocizzazione e adeguamento prestazionale Romagnano - Taranto ulteriori fasi,Direttrici di interesse nazionale,1320.06,agg2025,79
J94E21002400009,A/B,P261,"Potenziamento linea Bologna-Prato Linea Bologna-Prato-Firenze: adeguamento prestazionale (sagoma, modulo) e potenziamento tecnologico",Direttrici di interesse nazionale,565.34,agg2025,64
J94E21002450009,A/B,P188,Raddoppio Bolzano-Merano Raddoppio Bolzano-Merano PROG PROG,Valorizzazione reti regionali,200.0,agg2025,74
J94F04000020001,A/B,0292A,Accesso al Brennero lotto 1 - Fortezza-Ponte Gardena Quadruplicamento Fortezza - Ponte Gardena,Direttrici di interesse nazionale,1522.62,agg2025,61
J94F04000020001,A/B,0292B,Accesso al Brennero lotto 4 - Ingresso nel nodo di Verona Ingresso a Verona,Direttrici di interesse nazionale,1235.03,agg2025,78
J94F04000020001,A/B,0292C,Accesso al Brennero lotto 2- Circonvallazione di Bolzano Circonvallazione di Bolzano PROG PROG,Direttrici di interesse nazionale,1570.0,agg2025,78
J94F12000000001,A/B,P073,Upgrading tecnologico e prestazionale Tirrenica sud 1^ fase,Direttrici di interesse nazionale,80.0,agg2025,49
J94F12000010001,A/B,P073,Upgrading tecnologico e prestazionale Tirrenica sud 1^ fase,Direttrici di interesse nazionale,80.0,agg2025,49
J94G18000060009,A/B,P220,"Potenziamento dei collegamenti tra il porto di Livorno, la rete ferroviaria e l'interporto Guasticce Porto di Livorno: collegamento diretto Porto-Guas","Porti e interporti, ultimo miglio",766.93,agg2025,69
J94H15000790001,A/B,P111,Variante di Cannitello - opere di mitigazione,Direttrici di interesse nazionale,0.0,agg2025,63
J94H17000200001,A/B,P078,Messa in sicurezza dell’asse ferroviario Cuneo - Ventimiglia (opere di competenza RFI),Valorizzazione reti regionali,0.0,cdp2022,47
J94H17000340009,A/B,P131,Velocizzazione linea Torino-Genova Velocizzazione Torino-Genova 1^ fase (potenziamento tecnologico e rettifiche di tracciato) Velocizzazione Torino-Ge,Direttrici di interesse nazionale,207.23,agg2025,72
J94J17000040001,A/B,P136,Linea Bolzano-Merano: Galleria del Virgolo Modifica radice sud di Bolzano e inserimento terzo binario indipendente per linea Bolzano-Merano,Valorizzazione reti regionali,138.5,agg2025,52
J94J18000000001,A/B,A5000_4,"Adeguamenti tecnologici, opere di completamento e contingencies rete AV Torino-Milano-Napoli",Direttrici di interesse nazionale,0.0,cdp2022,62
J94J18000010001,A/B,P147,Elettrificazione Civitanova-Macerata-Albacina Elettrificazione Civitanova-Macerata-Albacina,Valorizzazione reti regionali,160.15,agg2025,52
J97B14000130005,C,,Sviluppo infrastrutturale e upgrading,,7.98,agg2025,139
J97B14000140005,C,,Sviluppo infrastrutturale e upgrading,,4.3,agg2025,139
J97B14000150005,C,,Liberazione Immobili - DOIT VR - 2014,,2.7,agg2024,113
J97B14000260001,C,,"Tecnologie per la sicurezza, la circolazione e l'efficientamento",,7.96,agg2025,143
J97B14000270001,C,,"Tecnologie per la sicurezza, la circolazione e l'efficientamento",,4.98,agg2025,143
J97B14000280001,C,,"Tecnologie per la sicurezza, la circolazione e l'efficientamento",,22.58,agg2025,143
J97B14000290001,C,,"Tecnologie per la sicurezza, la circolazione e l'efficientamento",,14.74,agg2025,143
J97B14000300001,A/B,P214,Valorizzazione turistica delle ferrovie minori,Valorizzazione turistica ferrovie minori,468.65,agg2025,46
J97B14000310001,A/B,P214,Valorizzazione turistica delle ferrovie minori,Valorizzazione turistica ferrovie minori,468.65,agg2025,46
J97B15000290002,C,,Manutenzione Straordinaria cicli fino al 2011,,2.42,agg2025,135
J97B16000210001,C,,Sicurezza ed Obblighi di Legge,,13.7,agg2025,137
J97B16000230001,C,,Sicurezza ed Obblighi di Legge,,46.0,agg2025,137
J97B16000240001,C,,"Tecnologie per la sicurezza, la circolazione e l'efficientamento",,22.0,agg2025,143
J97B16000260001,C,,"Tecnologie per la sicurezza, la circolazione e l'efficientamento",,12.65,agg2025,143
J97B16000300001,C,,Sicurezza ed Obblighi di Legge,,19.22,agg2025,137
J97B16000390001,C,,Manutenzione Straordinaria cicli fino al 2011,,0.62,agg2025,135
J97B16000430001,A/B,I173,"Elettrificazione, velocizzazione e ammodernamento linee Salerno - Mercato S.S. - Avellino - Benevento e tratta",Valorizzazione reti regionali,211.68,agg2025,50
J97B16000440001,C,,Sviluppo infrastrutturale e upgrading,,-0.03,agg2025,139
J97B16000450001,C,,Sicurezza ed Obblighi di Legge,,20.95,agg2025,137
J97B17000260001,C,,"Tecnologie per la sicurezza, la circolazione e l'efficientamento",,4.47,agg2025,143
J97B17000270001,C,,"Tecnologie per la sicurezza, la circolazione e l'efficientamento",,10.41,agg2025,143
J97B17000290001,C,,Sicurezza ed Obblighi di Legge,,31.0,agg2025,137
J97B17000300001,C,,Sicurezza ed Obblighi di Legge,,38.5,agg2025,137
J97B17000320001,C,,Sicurezza ed Obblighi di Legge,,52.5,agg2025,137
J97D18000000001,C,,Sicurezza ed Obblighi di Legge,,46.65,agg2025,137
J97D18000020001,C,,Sicurezza ed Obblighi di Legge,,60.9,agg2025,137
J97E13000260001,C,,Upgrading rete viaggiatori - DTP Milano,,11.56,cdp2017,180
J97E13000270001,A/B,P067,Velocizzazione linee Milano-Venezia e Venezia- Trieste,Direttrici di interesse nazionale,0.0,cdp2022,61
J97E13000470001,C,,"Tecnologie per la sicurezza, la circolazione e l'efficientamento",,-0.0,agg2025,143
J97F13000020001,C,,Manutenzione Straordinaria Linee AV/AC N - 2013,,-0.29,cdp2022,138
J97F19000070001,C,,Sicurezza ed Obblighi di Legge,,1.0,agg2025,137
J97F19000100001,C,,Sviluppo infrastrutturale e upgrading,,4.0,agg2025,139
J97F19000110001,C,,Interventi di adeguamento sicurezza della Grande Galleria dell'Appennino,,14.7,cdp2022,138
J97F19000120001,C,,Sicurezza ed Obblighi di Legge,,1.75,agg2025,137
J97F19000130001,C,,Sicurezza ed Obblighi di Legge,,2.0,agg2025,137
J97F19000190001,C,,Sviluppo infrastrutturale e upgrading,,15.0,agg2025,139
J97F20000010001,C,,Sicurezza ed Obblighi di Legge,,141.0,agg2025,137
J97F20000030001,C,,Sicurezza ed Obblighi di Legge,,57.0,agg2025,137
J97G20000020001,C,,Manutenzione Straordinaria cicli fino al 2011,,0.2,agg2025,135
J97H21000580001,C,,Sicurezza ed Obblighi di Legge,,181.75,agg2025,137
J97H21001800001,C,,Sviluppo infrastrutturale e upgrading,,1.7,agg2025,139
J97H21015180001,C,,Sicurezza ed Obblighi di Legge,,0.67,agg2025,137
J97H22000230001,C,,Sviluppo infrastrutturale e upgrading,,12.76,agg2025,139
J97I06000020001,C,,Sviluppo infrastrutturale e upgrading,,-0.0,agg2025,139
J97I08000110001,C,,Manutenzione Mezzi di Manovra - ante 2011,,-0.04,agg2021,127
J97I10000180001,C,,Interventi di completamento tratta AV/AC Milano-Bologna,,2.4,agg2021,129
J97I12000000001,C,,Manutenzione Straordinaria cicli fino al 2011,,0.0,agg2025,135
J97I12000010001,C,,Manutenzione Straordinaria cicli fino al 2011,,-0.0,agg2025,135
J97I12000020001,C,,Manutenzione Straordinaria cicli fino al 2011,,-0.0,agg2025,135
J97I12000030001,C,,Manutenzione Straordinaria cicli fino al 2011,,-0.0,agg2025,135
J97I12000040001,C,,Manutenzione Straordinaria cicli fino al 2011,,-0.16,agg2025,135
J97I12000050001,C,,Aumento Produttività M.E.NA - 2012,,-0.07,agg2021,127
J97I12000060001,C,,Manutenzione Straordinaria cicli fino al 2011,,-0.0,agg2025,135
J97I12000090001,C,,Miglioramento sicurezza gallerie ferroviarie - DTP Verona,,0.29,cdp2017,179
J97I12000100001,C,,Manut.Straord.Opere Dif.Infr. Su linee A - 2012,,-0.05,cdp2022,138
J97I12000110001,C,,Miglioramenti infrastrutturali su linee - 2012,,-0.07,cdp2022,138
J97I12000130001,C,,Manutenzione Straordinaria cicli fino al 2011,,-0.0,agg2025,135
J97I12000160001,C,,Manutenzione Straordinaria cicli fino al 2011,,-0.0,agg2025,135
J97I12000170001,C,,Manut.Straord.Opere Dif.Infr.VR - 2012,,0.27,agg2021,127
J97I12000180001,C,,Miglioramenti Infrastrutturali POT.BO - 2012,,0.2,agg2021,127
J97I12000190001,C,,Manutenzione Straordinaria cicli fino al 2011,,-0.0,agg2025,135
J97I12000200001,C,,Manutenzione Straordinaria cicli fino al 2011,,-0.0,agg2025,135
J97I12000210001,C,,Obblighi di legge - MI - 2012,,0.04,agg2021,127
J97I12000220001,C,,Obblighi di legge - NA - 2012,,-0.19,agg2021,127
J97I12000230001,C,,Manut.Straord.Opere Dif.Infr.M.E.BO - 2012,,0.15,agg2021,127
J97I12000240001,C,,Manutenzione Straordinaria cicli fino al 2011,,-0.03,agg2025,135
J97I12000260001,C,,Manutenzione Straordinaria cicli fino al 2011,,0.03,agg2025,135
J97I12000270001,C,,Fabbricati di stazione M.E. NA - 2012,,0.24,agg2021,127
J97I12000280001,C,,Manutenzione Straordinaria cicli fino al 2011,,0.0,agg2025,135
J97I12000290001,C,,Manutenzione Straordinaria cicli fino al 2011,,-0.0,agg2025,135
J97I12000300001,C,,Miglioramenti Infrastrutturali Stazioni - 2012,,0.2,agg2021,127
J97I12000310001,C,,Infrastrutture di servizio stazioni (NA) - 2012,,0.85,agg2021,127
J97I12000330001,C,,Manutenzione Straordinaria cicli fino al 2011,,-0.0,agg2025,135
J97I12000340001,C,,Miglioramenti infrastrutturali M.E.BO - 2012,,-0.04,agg2021,127
J97I12000360001,C,,Miglioramenti infrastrutturali M.E.NA - 2012,,0.38,agg2021,127
J97I12000370001,C,,Manut.Straord.Opere Dif.Infr.M.E.MI - 2012,,-0.04,agg2021,127
J97I12000380001,C,,Miglioramenti infrastrutturali M.E.-VR - 2012,,0.05,agg2021,127
J97I12000390001,C,,Acq.a rimp.mat.inv.obl.di leg.prod.-BO - 2012,,0.04,agg2021,127
J97I12000410001,C,,Manutenzione Straordinaria cicli fino al 2011,,-0.0,agg2025,135
J97I12000420001,C,,Manut.Straord.Opere Dif.Infr. NA - 2012,,0.34,agg2021,127
J97I12000430001,C,,Manutenzione Straordinaria cicli fino al 2011,,-0.0,agg2025,135
J97I12000440001,C,,Manutenzione Straordinaria cicli fino al 2011,,0.0,agg2025,135
J97I12000450001,C,,Miglioramenti infrastr. M.E.- MI - 2012,,-0.32,agg2021,127
J97I13000030001,C,,Manutenzione Straordinaria cicli fino al 2011,,-0.0,agg2025,135
J97I13000040001,C,,Manutenzione Straordinaria cicli fino al 2011,,-0.0,agg2025,135
J97I13000050001,C,,Manutenzione Straordinaria cicli fino al 2011,,-0.0,agg2025,135
J97I13000060001,C,,Aumento Produttività MI - 2013,,-0.01,agg2023,37
J97I13000070001,C,,Aumento Produttività M.E.NA - 2013,,-0.02,agg2021,127
J97I13000090001,C,,Aumento Produttività VR - 2013,,0.03,agg2021,127
J97I13000240001,C,,Manutenzione Straordinaria cicli fino al 2011,,-0.0,agg2025,135
J97I13000330001,C,,Adeguamento alimentazione gallerie AV Bologna-Firenze,,8.75,cdp2017,181
J97I17000100001,C,,Sicurezza ed Obblighi di Legge,,1.5,agg2025,137
J97I17000110001,C,,Smaltimento materiali inquinanti (DOIT Milano) - Annualità fino al 2017,,4.0,agg2024,113
J97I18000050001,C,,"Tecnologie per la sicurezza, la circolazione e l'efficientamento",,4.5,agg2025,143
J97I18000060001,C,,"Tecnologie per la sicurezza, la circolazione e l'efficientamento",,10.5,agg2025,143
J97J18000050001,C,,Upgrading corridoio Reno-Alpi - DOIT Genova,,11.45,cdp2022,139
J97J18000100001,C,,Smaltimento materiali inquinanti (DOIT Milano) - 2018,,0.45,agg2024,113
J97J19000030001,C,,"Tecnologie per la sicurezza, la circolazione e l'efficientamento",,6.0,agg2025,143
J97J19000050001,C,,Sicurezza ed Obblighi di Legge,,16.3,agg2025,138
J97J19000060001,C,,Sicurezza ed Obblighi di Legge,,109.0,agg2025,138
J97J19000080001,C,,Sicurezza ed Obblighi di Legge,,70.3,agg2025,138
