codice_intervento,descrizione,registro,codice_linea,linea,confidenza,prova,capi_nominati,comuni_citati_attraversati,confermato,natura_del_dato
1669,Asse Salerno-Reggio Calabria: stazione di Reggio Calabria - abbassamento piano binari ed intubamento tratto urbano,"registro RFI (CdP Servizi, Allegato 3)",F077,PAOLA - REGGIO CALABRIA CENTRALE (compresa Eccellente - Rosarno),media,nome-parziale,reggio calabria,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1670,Upgrading infrastrutturale e tecnologico rete sarda 1^ fase SCMT e istituzione rango P tratte a nord di Oristano e linee Decimomannu-Iglesias/Villamassargia; Opere connesse all'arretramento della stazione di Olbia,"registro RFI (CdP Servizi, Allegato 3)",C189,Villamassargia  - Decimomannu,alta,nome,villamassargia|decimomannu,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1670,Upgrading infrastrutturale e tecnologico rete sarda 1^ fase SCMT e istituzione rango P tratte a nord di Oristano e linee Decimomannu-Iglesias/Villamassargia; Opere connesse all'arretramento della stazione di Olbia,"registro RFI (CdP Servizi, Allegato 3)",C190,Iglesias - Villamassargia,alta,nome,iglesias|villamassargia,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1670,Upgrading infrastrutturale e tecnologico rete sarda 1^ fase SCMT e istituzione rango P tratte a nord di Oristano e linee Decimomannu-Iglesias/Villamassargia; Opere connesse all'arretramento della stazione di Olbia,"registro RFI (CdP Servizi, Allegato 3)",C187,Ozieri Chilivani - Decimomannu,alta,nome-parziale,decimomannu,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1670,Upgrading infrastrutturale e tecnologico rete sarda 1^ fase SCMT e istituzione rango P tratte a nord di Oristano e linee Decimomannu-Iglesias/Villamassargia; Opere connesse all'arretramento della stazione di Olbia,"registro RFI (CdP Servizi, Allegato 3)",C185,Olbia - Ozieri Chilivani,media,nome-parziale,olbia,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1670,Upgrading infrastrutturale e tecnologico rete sarda 1^ fase SCMT e istituzione rango P tratte a nord di Oristano e linee Decimomannu-Iglesias/Villamassargia; Opere connesse all'arretramento della stazione di Olbia,"registro RFI (CdP Servizi, Allegato 3)",C191,Carbonia  - Villamassargia,media,nome-parziale,villamassargia,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1670,Upgrading infrastrutturale e tecnologico rete sarda 1^ fase SCMT e istituzione rango P tratte a nord di Oristano e linee Decimomannu-Iglesias/Villamassargia; Opere connesse all'arretramento della stazione di Olbia,"registro RFI (CdP Servizi, Allegato 3)",C237,Golfo Aranci Mar.ma - Olbia,media,nome-parziale,olbia,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1674,"Linea ferroviaria Potenza - Foggia - ammodernamento Ammodernamento Potenza-Foggia Fase 1: adeguamento a standard RFI e razionalizzazione impianti Ammodernamento Potenza-Foggia Fase 2B: velocizzazione PROG PROG Variante di Melfi PROG PROG Ammodernamento Potenza-Foggia Fase 2A: elettrificazione, soppressione PL e consolidamento sede","registro RFI (CdP Servizi, Allegato 3)",C154,Rocchetta S.A.L. - Potenza,alta,nome-parziale,potenza,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1674,"Linea ferroviaria Potenza - Foggia - ammodernamento Ammodernamento Potenza-Foggia Fase 1: adeguamento a standard RFI e razionalizzazione impianti Ammodernamento Potenza-Foggia Fase 2B: velocizzazione PROG PROG Variante di Melfi PROG PROG Ammodernamento Potenza-Foggia Fase 2A: elettrificazione, soppressione PL e consolidamento sede","registro RFI (CdP Servizi, Allegato 3)",C155,Potenza  - Metaponto,media,nome-parziale,potenza,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1674,"Linea ferroviaria Potenza - Foggia - ammodernamento Ammodernamento Potenza-Foggia Fase 1: adeguamento a standard RFI e razionalizzazione impianti Ammodernamento Potenza-Foggia Fase 2B: velocizzazione PROG PROG Variante di Melfi PROG PROG Ammodernamento Potenza-Foggia Fase 2A: elettrificazione, soppressione PL e consolidamento sede","registro RFI (CdP Servizi, Allegato 3)",C236,Foggia - Manfredonia,media,nome-parziale,foggia,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1674,"Linea ferroviaria Potenza - Foggia - ammodernamento Ammodernamento Potenza-Foggia Fase 1: adeguamento a standard RFI e razionalizzazione impianti Ammodernamento Potenza-Foggia Fase 2B: velocizzazione PROG PROG Variante di Melfi PROG PROG Ammodernamento Potenza-Foggia Fase 2A: elettrificazione, soppressione PL e consolidamento sede","registro RFI (CdP Servizi, Allegato 3)",F067,ANCONA - FOGGIA,media,nome-parziale,foggia,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1674,"Linea ferroviaria Potenza - Foggia - ammodernamento Ammodernamento Potenza-Foggia Fase 1: adeguamento a standard RFI e razionalizzazione impianti Ammodernamento Potenza-Foggia Fase 2B: velocizzazione PROG PROG Variante di Melfi PROG PROG Ammodernamento Potenza-Foggia Fase 2A: elettrificazione, soppressione PL e consolidamento sede","registro RFI (CdP Servizi, Allegato 3)",F069,FOGGIA - BARI (compresa Enziteto Catino - Bari S.Spirito),media,nome-parziale,foggia,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1674,"Linea ferroviaria Potenza - Foggia - ammodernamento Ammodernamento Potenza-Foggia Fase 1: adeguamento a standard RFI e razionalizzazione impianti Ammodernamento Potenza-Foggia Fase 2B: velocizzazione PROG PROG Variante di Melfi PROG PROG Ammodernamento Potenza-Foggia Fase 2A: elettrificazione, soppressione PL e consolidamento sede","registro RFI (CdP Servizi, Allegato 3)",F071,CASERTA - FOGGIA,media,nome-parziale,foggia,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1888,Metropolitana Leggera Matrice-Bojano Metropolitana Leggera Matrice-Bojano,"registro RFI (CdP Servizi, Allegato 3)",C139,Bosco Redole - Carpinone,media,nome-parziale,,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1888,Metropolitana Leggera Matrice-Bojano Metropolitana Leggera Matrice-Bojano,"registro RFI (CdP Servizi, Allegato 3)",C230,Termoli - Campobasso,media,nome-parziale,,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1940,"Nodo di Udine Revisione fascio Sacca e ACC Udine Centrale su piano ferro attuale Nuovo PM Cargnacco, PRG di Udine Centrale, PRG Udine C.le, ITER PRG/ACC Udine Bivi (ex Udine Parco), raddoppio della linea di cintura tra PM VAT, bretella tra linea Gorizia e linea per Cervignano","registro RFI (CdP Servizi, Allegato 3)",F039,UDINE - MONFALCONE via GORIZIA (compresa Gorizia - Nova Gorica),alta,nome-parziale,udine,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1940,"Nodo di Udine Revisione fascio Sacca e ACC Udine Centrale su piano ferro attuale Nuovo PM Cargnacco, PRG di Udine Centrale, PRG Udine C.le, ITER PRG/ACC Udine Bivi (ex Udine Parco), raddoppio della linea di cintura tra PM VAT, bretella tra linea Gorizia e linea per Cervignano","registro RFI (CdP Servizi, Allegato 3)",C094,Udine - Palmanova,media,nome-parziale,udine,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1940,"Nodo di Udine Revisione fascio Sacca e ACC Udine Centrale su piano ferro attuale Nuovo PM Cargnacco, PRG di Udine Centrale, PRG Udine C.le, ITER PRG/ACC Udine Bivi (ex Udine Parco), raddoppio della linea di cintura tra PM VAT, bretella tra linea Gorizia e linea per Cervignano","registro RFI (CdP Servizi, Allegato 3)",F037,TARVISIO BOSCOVERDE  - MOGLIANO [VENEZIA],media,nome-parziale,,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
1940,"Nodo di Udine Revisione fascio Sacca e ACC Udine Centrale su piano ferro attuale Nuovo PM Cargnacco, PRG di Udine Centrale, PRG Udine C.le, ITER PRG/ACC Udine Bivi (ex Udine Parco), raddoppio della linea di cintura tra PM VAT, bretella tra linea Gorizia e linea per Cervignano","registro RFI (CdP Servizi, Allegato 3)",C095,Palmanova - Cervignano,media,nome-parziale,cervignano,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
A004,Galleria di base del Brennero - quota Italia,"registro RFI (CdP Servizi, Allegato 3)",F027,BRENNERO - VERONA,media,nome-parziale,brennero,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
A1004F,"Rilievi, progettazioni e interventi di adeguamento a STI Opere d'arte","registro RFI (CdP Servizi, Allegato 3)",C177,Caltanissetta Xirbi - Roccapalumba-A.,media,nome-parziale,a,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
A1004F,"Rilievi, progettazioni e interventi di adeguamento a STI Opere d'arte","registro RFI (CdP Servizi, Allegato 3)",C180,Roccapalumba-A. - Fiumetorto,media,nome-parziale,a,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
A1004F,"Rilievi, progettazioni e interventi di adeguamento a STI Opere d'arte","registro RFI (CdP Servizi, Allegato 3)",C182,Roccapalumba-A. - Aragona Caldare,media,nome-parziale,a,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
A1006,Soppressione passaggi a livello,"registro RFI (CdP Servizi, Allegato 3)",C177,Caltanissetta Xirbi - Roccapalumba-A.,media,nome-parziale,a,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
A1006,Soppressione passaggi a livello,"registro RFI (CdP Servizi, Allegato 3)",C180,Roccapalumba-A. - Fiumetorto,media,nome-parziale,a,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
A1006,Soppressione passaggi a livello,"registro RFI (CdP Servizi, Allegato 3)",C182,Roccapalumba-A. - Aragona Caldare,media,nome-parziale,a,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
A1008,Velocizzazione attraversamento dinamico Stretto di Messina,"registro RFI (CdP Servizi, Allegato 3)",C169,Messina - Catania,media,nome-parziale,messina,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
A1008,Velocizzazione attraversamento dinamico Stretto di Messina,"registro RFI (CdP Servizi, Allegato 3)",C175,Messina - Fiumetorto,media,nome-parziale,messina,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
A2004C,Sistemi per la protezione dei passaggi a livello,"registro RFI (CdP Servizi, Allegato 3)",C177,Caltanissetta Xirbi - Roccapalumba-A.,media,nome-parziale,a,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
A2004C,Sistemi per la protezione dei passaggi a livello,"registro RFI (CdP Servizi, Allegato 3)",C180,Roccapalumba-A. - Fiumetorto,media,nome-parziale,a,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
A2004C,Sistemi per la protezione dei passaggi a livello,"registro RFI (CdP Servizi, Allegato 3)",C182,Roccapalumba-A. - Aragona Caldare,media,nome-parziale,a,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
A5000,Rete AV/AC Torino-Milano-Napoli: interventi in ultimazione,"registro RFI (CdP Servizi, Allegato 3)",A003,Torino-Milano AV/AC,alta,nome,torino|milano,,si,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
A5000,Rete AV/AC Torino-Milano-Napoli: interventi in ultimazione,"registro RFI (CdP Servizi, Allegato 3)",N001,Torino,media,nome-parziale,torino,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
A5000,Rete AV/AC Torino-Milano-Napoli: interventi in ultimazione,"registro RFI (CdP Servizi, Allegato 3)",N002,Milano,media,nome-parziale,milano,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
A5000,Rete AV/AC Torino-Milano-Napoli: interventi in ultimazione,"registro RFI (CdP Servizi, Allegato 3)",N008,Napoli,media,nome-parziale,napoli,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
A5000,Rete AV/AC Torino-Milano-Napoli: interventi in ultimazione,"registro RFI (CdP Servizi, Allegato 3)",C058,Milano P.Genova - Mortara,media,nome-parziale,,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
A5000,Rete AV/AC Torino-Milano-Napoli: interventi in ultimazione,"registro RFI (CdP Servizi, Allegato 3)",F005,[MILANO] MILANO ROGOREDO - ARQUATA (compresa via Novi L. e via Bressana B. - Arena Po),media,nome-parziale,,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
A5000_1,Nodo AV di Firenze Nodo AV di Firenze,"registro RFI (CdP Servizi, Allegato 3)",A007,Bologna - Firenze AV/AC,media,nome-parziale,firenze,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
A5000_1,Nodo AV di Firenze Nodo AV di Firenze,"registro RFI (CdP Servizi, Allegato 3)",N006,Firenze,media,nome-parziale,firenze,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
A5000_1,Nodo AV di Firenze Nodo AV di Firenze,"registro RFI (CdP Servizi, Allegato 3)",C112,Firenze S. Marco V. - Borgo S.Lorenzo,media,nome-parziale,,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
A5000_1,Nodo AV di Firenze Nodo AV di Firenze,"registro RFI (CdP Servizi, Allegato 3)",F043,[BOLOGNA] BOLOGNA S.RUFFILLO - FIRENZE CASTELLO [FIRENZE],media,nome-parziale,,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
A5000_1,Nodo AV di Firenze Nodo AV di Firenze,"registro RFI (CdP Servizi, Allegato 3)",F049,[FIRENZE] FIRENZE CASCINE - PISA,media,nome-parziale,,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
A5000_1,Nodo AV di Firenze Nodo AV di Firenze,"registro RFI (CdP Servizi, Allegato 3)",F053,[FIRENZE]  FIRENZE ROVEZZANO - FARA SABINA [ROMA] (Linea Lenta),media,nome-parziale,,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
A5000_2,Upgrade tecnologico linea DD Firenze-Roma 1^ fase,"registro RFI (CdP Servizi, Allegato 3)",F055,[FIRENZE] FIRENZE ROVEZZANO - SETTE BAGNI [ROMA] (Linea Direttissima),alta,nome-parziale,,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
A5000_2,Upgrade tecnologico linea DD Firenze-Roma 1^ fase,"registro RFI (CdP Servizi, Allegato 3)",N006,Firenze,media,nome-parziale,firenze,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
A5000_2,Upgrade tecnologico linea DD Firenze-Roma 1^ fase,"registro RFI (CdP Servizi, Allegato 3)",N007,Roma,media,nome-parziale,roma,,no,"dedotto: i CdP Investimenti non dichiarano la linea; associazione ricavata da nomi e comuni citati, in corso di verifica"
